"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"111","WBGene00000753","C44C10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-180 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"112","WBGene00000755","R09A8.4","Pseudogene","Pseudogene","Pseudogene","col-182 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"113","WBGene00000756","F02D10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-183 is predicted to be a structural constituent of cuticle."
"114","WBGene00000758","H06A10.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-185 is predicted to be a structural constituent of cuticle."
"115","WBGene00000759","E03G2.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-186 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"116","WBGene00000778","D1069.2","Unassigned","Unassigned","Unassigned","cpn-2 is an ortholog of human CNN3, TAGLN, and TAGLN2\; human TAGLN2 exhibits cadherin binding activity."
"117","WBGene00000782","F36D3.9","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: cathepsin","cpr-2 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity."
"118","WBGene00000788","F32B5.8","Development","Development: general","Development: general","cpz-1 is an ortholog of human CTSZ (cathepsin Z)\; is predicted to have cysteine-type peptidase activity\; is involved in several processes, including animal organ development, ecdysis, collagen and cuticulin-based cuticle, and embryo development\; localizes to the collagen and cuticulin-based cuticle extracellular matrix\; is expressed in several tissues, including the alimentary system, the epithelial system, and the reproductive system."
"119","WBGene00000799","K04H4.6","Development","Development: apoptosis","Development: apoptosis","crn-6 is an ortholog of human DNASE2B\; exhibits deoxyribonuclease II activity\; is involved in apoptotic DNA fragmentation\; is expressed in the seam cell."
"120","WBGene00000851","C47G2.1","Extracellular material","Extracellular material: cuticlin","Extracellular material: cuticlin","cut-1 is predicted to be a structural constituent of cuticle\; localizes to the collagen and cuticulin-based cuticle extracellular matrix\; is expressed in the seam cell."
"121","WBGene00000893","ZC250.1","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","cyn-17 is predicted to have peptidyl-prolyl cis-trans isomerase activity."
"122","WBGene00000902","F31F6.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","daf-6 is an ortholog of human PTCHD1 and PTCHD4\; is involved in several processes, including anatomical structure morphogenesis, molting cycle, and negative regulation of transcription by RNA polymerase II\; localizes to the cytoplasmic vesicle and plasma membrane\; is expressed in several tissues, including the alimentary system, the epithelial system, the excretory system, the nervous system, and the reproductive system."
"123","WBGene00000998","K07E12.1","Development","Development: somatic","Development: somatic","dig-1 is an ortholog of human ISLR (immunoglobulin superfamily containing leucine rich repeat), ISLR2 (immunoglobulin superfamily containing leucine rich repeat 2), and LRRN3 (leucine rich repeat neuronal 3)\; is predicted to have calcium ion binding activity and catalytic activity\; is involved in gonad development and nervous system development\; is expressed in several tissues, including the SM1L.a, the SM1L.aa, the SM1L.aaa, the male, and the muscular system."
"124","WBGene00001063","M01E10.2","Extracellular material","Extracellular material: cuticlin","Extracellular material: cuticlin","dpy-1 is involved in body morphogenesis and positive regulation of growth."
"125","WBGene00001064","T14B4.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-2 is an ortholog of human COL5A1 (collagen type V alpha 1 chain), MARCO, and COL11A1 (collagen type XI alpha 1 chain)\; is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, post-embryonic body morphogenesis, and regulation of growth\; is expressed in head neurons and the pharynx."
"126","WBGene00001065","EGAP7.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-3 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"127","WBGene00001066","Y41E3.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-4 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"128","WBGene00001067","F27C1.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-5 is an ortholog of human SFTPD (surfactant protein D)\; is a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, post-embryonic body morphogenesis, and regulation of growth\; localizes to the collagen and cuticulin-based cuticle extracellular matrix\; is expressed in the hypodermis."
"129","WBGene00001068","F16F9.2","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","dpy-6 exhibits calmodulin binding activity."
"130","WBGene00001069","F46C8.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-7 is an ortholog of human COL22A1 (collagen type XXII alpha 1 chain), COL27A1 (collagen type XXVII alpha 1 chain), and SFTPD (surfactant protein D)\; is a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle and post-embryonic body morphogenesis\; localizes to the annular furrow extracellular matrix\; is expressed in the epithelial system and the ventral cord blast cell."
"131","WBGene00001070","C31H2.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-8 is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"132","WBGene00001071","T21D12.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-9 is predicted to be a structural constituent of cuticle."
"133","WBGene00001074","F30B5.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-13 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle\; localizes to the collagen and cuticulin-based cuticle extracellular matrix."
"134","WBGene00001242","C40H1.4","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","elo-4 is an ortholog of human ELOVL3 and ELOVL6\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"135","WBGene00001428","C05C8.3","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","fkb-3 is an ortholog of human FKBP10 (FKBP prolyl isomerase 10) and FKBP9 (FKBP prolyl isomerase 9)\; is predicted to have peptidyl-prolyl cis-trans isomerase activity\; is expressed in the hypodermis."
"136","WBGene00001454","K02G10.4","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","flp-11 exhibits neuropeptide receptor binding activity\; is involved in neuropeptide signaling pathway and sleep\; is expressed in several tissues, including the head, the nervous system, and the reproductive system."
"137","WBGene00001457","Y37D8A.15","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","flp-14 is expressed in the head, the nervous system, and the postdeirid sensillum\; is predicted to encode a protein with the following domain: FMRFamide-related peptide-like."
"138","WBGene00001701","F02D8.2","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grd-12 is expressed in several tissues, including the alimentary system, the epithelial system, the head, the reproductive system, and the tail\; is predicted to encode a protein with the following domain: Ground-like domain."
"139","WBGene00001712","K03B8.7","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-3 is expressed in the intestine, the nervous system, and the rectal gland cell\; is predicted to encode a protein with the following domain: Ground-like domain."
"140","WBGene00001714","Y47D7A.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-5 is expressed in the hypodermis\; is predicted to encode a protein with the following domain: Ground-like domain."
"141","WBGene00001723","T03D8.4","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-14 is expressed in the arcade cell and the reproductive system\; is predicted to encode a protein with the following domain: Ground-like domain."
"142","WBGene00001725","Y65B4BR.6","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-16 is enriched in the hypodermis, the intestine, the nervous system, and the reproductive system based on proteomic, tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, proteomic, and RNA-seq studies\; is affected by fifteen chemicals including hydrogen sulfide, 1-methylnicotinamide, and nicotinic acid based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Ground-like domain."
"143","WBGene00001732","E02A10.2","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-23 is enriched in the FLP based on microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by eleven chemicals including methylmercuric chloride, Tunicamycin, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"144","WBGene00001875","T10C6.14","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-1 is an ortholog of human HIST1H4B (histone cluster 1 H4 b) and HIST2H4B (histone cluster 2 H4 b)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"145","WBGene00001876","T10C6.13","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-2 is an ortholog of human HIST1H3D (histone cluster 1 H3 d), HIST1H3H (histone cluster 1 H3 h), and HIST2H3A (histone cluster 2 H3 a)\; is predicted to have DNA binding activity and protein heterodimerization activity\; is expressed in the reproductive system."
"146","WBGene00001877","T10C6.12","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-3 is an ortholog of human HIST3H2A (histone cluster 3 H2A), H2AFX (H2A histone X), and HIST1H2AJ (histone cluster 1 H2A j)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"147","WBGene00001879","F45F2.3","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-5 is an ortholog of human HIST1H4H (histone cluster 1 H4 h), HIST1H4I (histone cluster 1 H4 i), and HIST1H4K (histone cluster 1 H4 k)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"148","WBGene00001912","K03A1.6","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-38 is an ortholog of human HIST1H4H (histone cluster 1 H4 h), HIST1H4I (histone cluster 1 H4 i), and HIST1H4K (histone cluster 1 H4 k)\; is predicted to have DNA binding activity and protein heterodimerization activity\; is involved in positive regulation of transcription by RNA polymerase II."
"149","WBGene00001933","F55G1.2","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-59 is predicted to have DNA binding activity and protein heterodimerization activity."
"150","WBGene00001935","F55G1.10","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-61 is an ortholog of human HIST2H2AA4 (histone cluster 2 H2A a4), HIST1H2AJ (histone cluster 1 H2A j), and HIST1H2AE (histone cluster 1 H2A e)\; is predicted to have DNA binding activity and protein heterodimerization activity\; is expressed in the intestine and the nervous system."
"151","WBGene00001936","F55G1.3","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-62 is an ortholog of human HIST1H2BF (histone cluster 1 H2B f), HIST3H2BB (histone cluster 3 H2B b), and HIST1H2BB (histone cluster 1 H2B b)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"152","WBGene00002013","F38E11.2","Stress response","Stress response: heat","Stress response: heat","hsp-12.6 is an ortholog of human CRYAA (crystallin alpha A), CRYAB (crystallin alpha B), and HSPB2 (heat shock protein family B (small) member 2)\; exhibits identical protein binding activity and unfolded protein binding activity\; colocalizes with the cytoplasm\; is expressed in the hypodermis, the intestine, the muscular system, and the reproductive system."
"153","WBGene00003527","C34D4.9","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","nas-8 is an ortholog of human ASTL (astacin like metalloendopeptidase)\; is predicted to have metalloendopeptidase activity and zinc ion binding activity."
"154","WBGene00003542","R10H1.5","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","nas-23 is predicted to have metalloendopeptidase activity and zinc ion binding activity\; is expressed in the hyp7 syncytium, the intestine, the pharyngeal muscle cell, and the rectum."
"155","WBGene00003710","C25B8.6","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-120 is an ortholog of human HNF4A (hepatocyte nuclear factor 4 alpha) and HNF4G (hepatocyte nuclear factor 4 gamma)\; is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity."
"156","WBGene00003748","F37A8.4","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","nlp-10 is expressed in several tissues, including the male and the nervous system."
"157","WBGene00004127","F52D1.3","Unassigned","Unassigned","Unassigned: prion domain","abu-12 is enriched in the OLL, the PVD, and the hypodermis based on microarray and tiling array studies\; is affected by several genes including daf-16, daf-12, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including hydrogen sulfide, methylmercury hydroxide, and 1-methylnicotinamide based on microarray and RNA-seq studies."
"158","WBGene00004224","F55F8.1","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","ptr-10 is an ortholog of human PTCHD1 and PTCHD4\; is involved in molting cycle\; is expressed in the interfacial epithelial cell, the nervous system, and the sensillum."
"159","WBGene00005005","K04A8.8","Stress response","Stress response: pathogen","Stress response: pathogen: saposin ","spp-20 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including age-1, let-60, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including diallyl trisulfide, Tunicamycin, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Saposin-like type B, region 1, Saposin B type domain, and Saposin-like."
"160","WBGene00005009","C09H6.1","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger","spr-4 is an ortholog of human ZNF142 (zinc finger protein 142), RBAK (RB associated KRAB zinc finger), and ZNF510 (zinc finger protein 510)\; is predicted to have DNA binding activity and metal ion binding activity\; is expressed in the nervous system\; is used to study Alzheimer's disease."
"161","WBGene00006650","F09E10.11","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","tts-1 is enriched in the muscle cell based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by fifteen chemicals including Ethanol, Nitric Oxide, and methylmercury hydroxide based on RNA-seq and microarray studies."
"162","WBGene00006947","ZK1290.12","Development","Development: somatic","Development: somatic","wrt-1 is predicted to have peptidase activity\; is expressed in the hyp10, the hyp6, the hyp7 syncytium, the hyp8, and the hyp9."
"163","WBGene00006950","ZK678.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-4 is predicted to have peptidase activity\; is expressed in the hyp10, the hyp6, the hyp7 syncytium, the hyp8, and the hyp9."
"164","WBGene00007132","B0284.2","Unassigned","Unassigned","Unassigned: ALS2cr12 domain","pals-27 is enriched in several tissues, including dopaminergic neurons, the Z1.p, the Z4.a, the male distal tip cell, and the somatic gonad precursor based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by five chemicals including Sodium Chloride, resveratrol, and single-walled carbon nanotube based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"165","WBGene00007533","C12C8.2","Metabolism","Metabolism: 1CC","Metabolism: 1CC: transsulfuration","cbl-1 is predicted to have lyase activity and pyridoxal phosphate binding activity."
"166","WBGene00007535","C12D8.4","Unassigned","Unassigned","Unassigned: TransThyretin-Related family domain","ttr-19 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including sir-2.1, rrf-1, and prg-1 based on tiling array, microarray, and RNA-seq studies\; is affected by fluoranthene and single-walled carbon nanotube based on microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"167","WBGene00007543","C12D8.16","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","fipr-7 is enriched in the CEM, the HOB, the IL2 neuron, the germ line, and the ray neuron type B based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on RNA-seq and microarray studies\; is affected by six chemicals including methylmercury hydroxide, manganese chloride, and multi-walled carbon nanotube based on RNA-seq studies."
"168","WBGene00007550","C13C4.6","Transmembrane transport","Transmembrane transport: major facilitator","Transmembrane transport: major facilitator","C13C4.6 is an ortholog of human SLC49A3 (solute carrier family 49 member 3)\; is predicted to encode a protein with the following domains: Major facilitator superfamily and MFS transporter superfamily."
"169","WBGene00007552","C13C12.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C13C12.2 is enriched in several tissues, including the alimentary system, the hypodermis, the nervous system, and the somatic gonad precursor based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, let-60, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including Ethanol, D-glucose, and Alovudine based on RNA-seq and microarray studies."
"170","WBGene00007555","C14A4.1","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide","dohh-1 is an ortholog of human DOHH\; is predicted to have cofactor binding activity, deoxyhypusine monooxygenase activity, and iron ion binding activity\; is expressed in the head and the intestine."
"171","WBGene00007560","C14A4.9","Unassigned","Unassigned","Unassigned","C14A4.9 is enriched in the germline precursor cell, the hypodermis, and the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, age-1, and skn-1 based on microarray, proteomic, and RNA-seq studies\; is affected by seventeen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and methylmercuric chloride based on RNA-seq and microarray studies."
"172","WBGene00007565","C14A6.1","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-48 is an ortholog of human COLEC11, CD302, and LY75\; is predicted to have carbohydrate binding activity."
"173","WBGene00007576","C14B1.5","Unassigned","Unassigned","Unassigned","dph-1 is an ortholog of human DPH1 (diphthamide biosynthesis 1)\; is predicted to have transferase activity."
"174","WBGene00007586","C14C10.3","Unassigned","Unassigned","Unassigned","ril-2 is enriched in the body wall muscle cell, the coelomocyte, the excretory cell, the intestine, and the reproductive system based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including Cry5B, Alovudine, and stavudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Batten's disease protein Cln3."
"175","WBGene00007591","C14H10.1","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier","zipt-13 is an ortholog of human SLC39A13 (solute carrier family 39 member 13)\; is predicted to have metal ion transmembrane transporter activity."
"176","WBGene00007592","C14H10.2","Signaling","Signaling: Janus","Signaling: Janus","C14H10.2 is an ortholog of human JAKMIP1, JAKMIP2, and JAKMIP3\; human JAKMIP1 exhibits GABA receptor binding activity and RNA binding activity."
"177","WBGene00007600","C15C6.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C15C6.1 is enriched in the germline precursor cell and the hypodermis based on tiling array studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, RNA-seq, and tiling array studies\; is affected by twelve chemicals including 1-methylnicotinamide, methylmercuric chloride, and Rotenone based on RNA-seq and microarray studies."
"178","WBGene00007657","C17H1.4","Unassigned","Unassigned","Unassigned: ALS2cr12 domain","pals-3 is enriched in the excretory cell based on tiling array studies\; is affected by several genes including hsf-1, elt-2, and lin-35 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, Mercuric Chloride, and multi-walled carbon nanotube based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"179","WBGene00007658","C17H1.5","Unassigned","Unassigned","Unassigned: ALS2cr12 domain","pals-4 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including daf-2, hsf-1, and elt-2 based on microarray and RNA-seq studies\; is affected by D-glucose, resveratrol, and Sirolimus based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"180","WBGene00007659","C17H1.6","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","pals-5 is involved in innate immune response."
"181","WBGene00007728","C25F9.9","Unassigned","Unassigned","Unassigned","C25F9.9 is enriched in the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-12, elt-2, and isp-1 based on microarray and RNA-seq studies\; is affected by tryptophan and Cry5B based on microarray studies."
"182","WBGene00007958","C35C5.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C35C5.9 is enriched in dopaminergic neurons, the cephalic sheath cell, the hypodermis, and the intestine based on tiling array and microarray studies\; is affected by several genes including daf-16, daf-2, and let-60 based on microarray, RNA-seq, and tiling array studies\; is affected by eleven chemicals including aldicarb, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies."
"183","WBGene00008279","C53C7.3","Unassigned","Unassigned","Unassigned","C53C7.3 is affected by several genes including daf-16, daf-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies."
"184","WBGene00008462","E02H4.4","Unassigned","Unassigned","Unassigned","E02H4.4 is enriched in the intestine based on tiling array studies\; is affected by several genes including daf-16, daf-2, and skn-1 based on RNA-seq and microarray studies\; is affected by Tunicamycin, stavudine, and Sodium Chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Spermadhesin, CUB domain superfamily."
"185","WBGene00008509","F01G10.6","Unassigned","Unassigned","Unassigned","F01G10.6 is enriched in the ALM and the PLM based on microarray studies\; is affected by several genes including daf-16, skn-1, and daf-12 based on tiling array, RNA-seq, and microarray studies\; is affected by eight chemicals including 1-methylnicotinamide, Zidovudine, and resveratrol based on RNA-seq and microarray studies."
"186","WBGene00008579","F08G2.8","Unassigned","Unassigned","Unassigned","F08G2.8 is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by four chemicals including D-glucose, Zidovudine, and Sodium Chloride based on RNA-seq and microarray studies."
"187","WBGene00008634","F10A3.4","Unassigned","Unassigned","Unassigned","F10A3.4 is expressed in tail neurons and the intestine\; is predicted to encode a protein with the following domain: CUB-like domain."
"188","WBGene00008988","F20G2.5","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","F20G2.5 is involved in defense response to Gram-negative bacterium and innate immune response."
"189","WBGene00009229","F28G4.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F28G4.4 is affected by several genes including sir-2.1, pmk-1, and lin-35 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, resveratrol, and Colistin based on microarray studies\; is predicted to encode a protein with the following domain: Nucleotide-diphospho-sugar transferase."
"190","WBGene00009381","F34H10.4","Unassigned","Unassigned","Unassigned","F34H10.4 is expressed in the head, the intestine, and the nervous system."
"191","WBGene00009625","F41E7.9","Unassigned","Unassigned","Unassigned","F41E7.9 is expressed in the hypodermis, the nervous system, and the sensillum."
"192","WBGene00009806","F47B8.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F47B8.5 is enriched in the hypodermis based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and lin-15B based on microarray and RNA-seq studies\; is affected by four chemicals including methylmercury hydroxide, 1-methylnicotinamide, and stavudine based on RNA-seq studies\; is predicted to encode a protein with the following domain: Methyltransferase FkbM."
"193","WBGene00009902","F49E12.9","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","drd-1 is an ortholog of human FAXDC2 (fatty acid hydroxylase domain containing 2)\; is predicted to have iron ion binding activity and oxidoreductase activity\; is expressed in the intestine."
"194","WBGene00009917","F52A8.4","Globin","Globin","Globin","glb-18 is predicted to have heme binding activity, oxygen binding activity, and oxygen carrier activity\; localizes to the endoplasmic reticulum\; is expressed in several tissues, including the excretory gland cell, the nervous system, and the reproductive system."
"195","WBGene00010010","F53H4.5","Transcription factor","Transcription factor: unassigned","Transcription factor: unassigned","gmeb-2 is an ortholog of human GMEB1 and GMEB2\; is predicted to have DNA binding activity and transcription coactivator activity\; is expressed in the pharynx."
"196","WBGene00010011","F53H4.6","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: TFIIH","F53H4.6 is an ortholog of human ERCC6 (ERCC excision repair 6, chromatin remodeling factor)\; is predicted to have ATP binding activity\; human orthologs of this gene are implicated in several diseases, including Cockayne syndrome, UV-sensitive syndrome, and age related macular degeneration 5."
"197","WBGene00010018","F54B8.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-69 is enriched in several tissues, including the Z1.p, the Z4.a, the male distal tip cell, the nervous system, and the somatic gonad precursor based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nine chemicals including Rotenone, manganese chloride, and Cry5B based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain and Domain of unknown function DUF38, Caenorhabditis species."
"198","WBGene00010218","F57G9.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-30 is expressed in the intestine and the nervous system\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"199","WBGene00010296","F59A1.10","Metabolism","Metabolism: lipid","Metabolism: lipid: glycerolipid ","dgat-2 is an ortholog of human DGAT2 (diacylglycerol O-acyltransferase 2)\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups\; localizes to the lipid droplet."
"200","WBGene00010423","H36L18.1","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","zmp-5 is an ortholog of human MMP11 (matrix metallopeptidase 11)\; is predicted to have metalloendopeptidase activity and zinc ion binding activity."
"201","WBGene00010505","K02D3.2","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","K02D3.2 is an ortholog of human STARD4 (StAR related lipid transfer domain containing 4), STARD5 (StAR related lipid transfer domain containing 5), and STARD6 (StAR related lipid transfer domain containing 6)\; is predicted to have lipid binding activity."
"202","WBGene00010928","M162.2","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-258 is predicted to have carbohydrate binding activity."
"203","WBGene00011288","R102.1","Unassigned","Unassigned","Unassigned","R102.1 is enriched in the head, the male, the muscle cell, the nervous system, and the sensillum based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-12, and prg-1 based on microarray, RNA-seq, and tiling array studies\; is affected by five chemicals including multi-walled carbon nanotube, Chlorpyrifos, and Diazinon based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Domain of unknown function DUF4440 and NTF2-like domain superfamily."
"204","WBGene00011328","T01D3.3","Unassigned","Unassigned","Unassigned","T01D3.3 is predicted to have metal ion binding activity and peptidase inhibitor activity."
"205","WBGene00011465","T05B9.2","Unassigned","Unassigned","Unassigned","T05B9.2 is enriched in the nervous system based on microarray studies\; is affected by several genes including lin-35, lin-28, and ain-1 based on tiling array, RNA-seq, and microarray studies\; is affected by resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: PAN\/Apple domain."
"206","WBGene00011524","T06D8.3","Signaling","Signaling: lipid","Signaling: lipid: phosphatase","plpr-1 is an ortholog of human PLPPR2 (phospholipid phosphatase related 2) and PLPPR5 (phospholipid phosphatase related 5)\; is predicted to encode a protein with the following domains: Phosphatidic acid phosphatase type 2\/haloperoxidase and Phosphatidic acid phosphatase type 2\/haloperoxidase superfamily."
