"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"264","WBGene00009489","F36G9.13","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F36G9.13 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including clk-1, eat-2, and npr-1 based on RNA-seq, tiling array, and microarray studies\; is affected by nine chemicals including hydrogen sulfide, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function WSN."
"265","WBGene00009491","F36G9.15","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F36G9.15 is enriched in the AVE and the NSM based on tiling array studies\; is affected by several genes including age-1, clk-1, and alg-1 based on microarray and RNA-seq studies\; is affected by four chemicals including methylmercuric chloride, paraquat, and Colistin based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF1179."
"266","WBGene00009502","F37A8.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F37A8.2 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including age-1, eat-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including methylmercuric chloride, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies."
"267","WBGene00009538","F38C2.6","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-191 is predicted to have carbohydrate binding activity."
"268","WBGene00009590","F40F12.1","Pseudogene","Pseudogene","Pseudogene","ttr-4 is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray and RNA-seq studies\; is affected by six chemicals including Cry5B, Chlorpyrifos, and Diazinon based on microarray studies."
"269","WBGene00009599","F40G12.4","Unassigned","Unassigned","Unassigned","F40G12.4 is enriched in the amphid sheath cell and the germ line based on RNA-seq studies\; is affected by several genes including rrf-3, pgl-1, and eri-1 based on tiling array, microarray, and RNA-seq studies\; is affected by four chemicals including resveratrol, Cadmium, and fluoranthene based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF19."
"270","WBGene00009600","F40G12.5","Unassigned","Unassigned","Unassigned","F40G12.5 is enriched in GABAergic neurons, dopaminergic neurons, and the amphid sheath cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and clk-1 based on microarray and RNA-seq studies\; is affected by seven chemicals including Rifampin, indole, and 4-bromodiphenyl ether based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF19."
"271","WBGene00009603","F40G12.8","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srt","srt-33 is affected by several genes including pgl-1, glh-1, and pgl-3 based on tiling array, microarray, and RNA-seq studies\; is affected by Chlorpyrifos and Diazinon based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class t (Srt)."
"272","WBGene00009604","F40G12.9","Unassigned","Unassigned","Unassigned","F40G12.9 is affected by several genes including daf-2, mir-34, and spe-44 based on microarray and tiling array studies\; is affected by Colistin, adsorbable organic bromine compound, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: CC domain."
"273","WBGene00009605","F40G12.10","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","F40G12.10 is predicted to have protein tyrosine phosphatase activity."
"274","WBGene00009606","F40G12.11","Unassigned","Unassigned","Unassigned","F40G12.11 is expressed in the germ line."
"275","WBGene00009646","F42H11.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F42H11.1 is enriched in the ALM, the PLM, and the germ line based on microarray and RNA-seq studies\; is affected by several genes including age-1, lin-4, and lin-14 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride and Colistin based on microarray studies\; is predicted to encode a protein with the following domain: DUF236 repeat."
"276","WBGene00009662","F43G6.10","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F43G6.10 is enriched in the AFD and the germ line based on RNA-seq studies\; is affected by several genes including dpy-10, sir-2.1, and npr-1 based on microarray, RNA-seq, and tiling array studies\; is affected by eight chemicals including Rotenone, Alovudine, and stavudine based on RNA-seq and microarray studies."
"277","WBGene00009680","F44D12.3","Unassigned","Unassigned","Unassigned","msd-1 localizes to the cell body and pseudopodium."
"278","WBGene00009687","F44D12.10","Unassigned","Unassigned","Unassigned","F44D12.10 is affected by drh-3 based on RNA-seq studies\; is predicted to encode a protein with the following domains: Zinc finger, RING\/FYVE\/PHD-type and RING-type zinc-finger, LisH dimerisation motif."
"279","WBGene00009689","F44E5.2","Unassigned","Unassigned","Unassigned","F44E5.2 is an ortholog of human ZYG11A (zyg-11 A, cell cycle regulator) and ZYG11B (zyg-11 B, cell cycle regulator)\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"280","WBGene00009690","F44E5.3","Pseudogene","Pseudogene","Pseudogene","F44E5.3 is an ortholog of human ZYG11A (zyg-11 A, cell cycle regulator) and ZYG11B (zyg-11 B, cell cycle regulator)\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"281","WBGene00009695","F44F1.3","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: calpain","clp-8 is an ortholog of human CAPN12, CAPN11, and CAPN1\; is predicted to have calcium-dependent cysteine-type endopeptidase activity."
"282","WBGene00009698","F44F1.6","Unassigned","Unassigned","Unassigned","F44F1.6 localizes to the cytoplasm."
"283","WBGene00009704","F44F4.9","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F44F4.9 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including sir-2.1, isp-1, and csr-1 based on microarray and RNA-seq studies\; is affected by paraquat, adsorbable organic bromine compound, and Sirolimus based on microarray studies."
"284","WBGene00009714","F44G4.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F44G4.5 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including age-1, dpy-10, and hsf-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"285","WBGene00009748","F46A8.5","Extracellular material","Extracellular material: galectin","Extracellular material: galectin","F46A8.5 is an ortholog of human LGALS2 (galectin 2), LGALS1, and LGALS14 (galectin 14)\; is predicted to have carbohydrate binding activity."
"286","WBGene00009749","F46A8.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F46A8.6 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including eat-2, sir-2.1, and npr-1 based on RNA-seq and microarray studies\; is affected by seven chemicals including methylmercuric chloride, Tunicamycin, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"287","WBGene00009752","F46A8.9","Pseudogene","Pseudogene","Pseudogene","F46A8.9 is affected by several genes including dpy-10, npr-1, and isp-1 based on RNA-seq and microarray studies\; is affected by six chemicals including methylmercuric chloride, Cisplatin, and paraquat based on microarray and RNA-seq studies."
"288","WBGene00009758","F46B3.3","Unassigned","Unassigned","Unassigned: TransThyretin-Related family domain","ttr-11 is enriched in the DA neuron, the I5 neuron, the SAB, and the retrovesicular ganglion based on microarray studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on RNA-seq and microarray studies\; is affected by multi-walled carbon nanotube and Sirolimus based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"289","WBGene00009762","F46B3.9","Unassigned","Unassigned","Unassigned","F46B3.9 is affected by cyc-1, daf-16, and mir-34 based on microarray studies\; is affected by adsorbable organic bromine compound based on microarray studies\; is predicted to encode a protein with the following domain: Follistatin-like, N-terminal."
"290","WBGene00009766","F46B3.15","Unassigned","Unassigned","Unassigned","F46B3.15 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including rrf-3, sir-2.1, and hpl-2 based on microarray, tiling array, and RNA-seq studies\; is affected by Sirolimus and allantoin based on microarray studies."
"291","WBGene00009806","F47B8.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F47B8.5 is enriched in the hypodermis based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and lin-15B based on microarray and RNA-seq studies\; is affected by four chemicals including methylmercury hydroxide, 1-methylnicotinamide, and stavudine based on RNA-seq studies\; is predicted to encode a protein with the following domain: Methyltransferase FkbM."
"292","WBGene00009815","F47B10.4","Unassigned","Unassigned","Unassigned","F47B10.4 is affected by hpl-2, rsr-2, and eat-2 based on tiling array, RNA-seq, and microarray studies\; is affected by Atrazine and allantoin based on microarray studies."
"293","WBGene00009822","F47G4.1","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-113 is predicted to have carbohydrate binding activity."
"294","WBGene00009871","F49C12.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F49C12.1 is affected by several genes including clk-1, prg-1, and dpy-21 based on tiling array, RNA-seq, and microarray studies\; is affected by Ethanol, fluoranthene, and Sirolimus based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Nucleotide-diphospho-sugar transferase."
"295","WBGene00009905","F49H6.1","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-240 is predicted to have carbohydrate binding activity."
"296","WBGene00009906","F49H6.2","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-241 is predicted to have carbohydrate binding activity."
"297","WBGene00009911","F49H6.10","Pseudogene","Pseudogene","Pseudogene","N.A."
"298","WBGene00009913","F49H6.12","Unassigned","Unassigned","Unassigned","F49H6.12 is affected by mir-34 based on microarray studies\; is affected by Mercuric Chloride and Sirolimus based on microarray studies."
"299","WBGene00010010","F53H4.5","Transcription factor","Transcription factor: unassigned","Transcription factor: unassigned","gmeb-2 is an ortholog of human GMEB1 and GMEB2\; is predicted to have DNA binding activity and transcription coactivator activity\; is expressed in the pharynx."
"300","WBGene00010011","F53H4.6","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: TFIIH","F53H4.6 is an ortholog of human ERCC6 (ERCC excision repair 6, chromatin remodeling factor)\; is predicted to have ATP binding activity\; human orthologs of this gene are implicated in several diseases, including Cockayne syndrome, UV-sensitive syndrome, and age related macular degeneration 5."
"301","WBGene00010020","F54B8.6","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-48 is affected by Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"302","WBGene00010084","F55B11.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F55B11.2 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-2, let-7, and gld-1 based on microarray, proteomic, and RNA-seq studies\; is affected by fifteen chemicals including Ethanol, 1-methylnicotinamide, and Rotenone based on RNA-seq and microarray studies."
"303","WBGene00010085","F55B11.3","Unassigned","Unassigned","Unassigned","F55B11.3 is expressed in the spermatheca."
"304","WBGene00010091","F55C5.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ssp-35 is enriched in the coelomocyte, the germ line, and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, glp-1, and daf-12 based on microarray, RNA-seq, and proteomic studies\; is affected by seventeen chemicals including Ethanol, nicotinic acid, and Rotenone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"305","WBGene00010105","F55C9.8","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-62 is enriched in the muscle cell based on microarray studies\; is affected by several genes including clk-1, pgl-1, and glh-1 based on microarray, tiling array, and RNA-seq studies\; is affected by stavudine, resveratrol, and Quercetin based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"306","WBGene00010121","F55G7.3","Unassigned","Unassigned","Unassigned","F55G7.3 is affected by csr-1 based on RNA-seq studies\; is affected by tryptophan based on microarray studies."
"307","WBGene00010145","F56C4.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F56C4.2 is affected by Chlorpyrifos, Diazinon, and Sirolimus based on microarray studies."
"308","WBGene00010158","F56G4.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","pes-2.2 is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, RNA-seq, and proteomic studies\; is affected by Mianserin based on RNA-seq studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"309","WBGene00010162","F56H6.1","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","F56H6.1 is an ortholog of human C1GALT1C1 and C1GALT1C1L\; is predicted to have glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity and metal ion binding activity."
"310","WBGene00010165","F56H6.4","Extracellular material","Extracellular material: chondroitin sulfotransferase","Extracellular material: chondroitin sulfotransferase","F56H6.4 is predicted to have chondroitin 4-sulfotransferase activity."
"311","WBGene00010170","F56H6.9","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F56H6.9 is affected by sir-2.1, mut-2, and let-60 based on microarray studies\; is affected by resveratrol and dibromoacetic acid based on microarray studies\; is predicted to encode a protein with the following domain: STELLO-like."
"312","WBGene00010171","F56H6.11","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-35 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"313","WBGene00010181","F57A8.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F57A8.6 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including manganese chloride, D-glucose, and Progesterone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DX."
"314","WBGene00010254","F58E6.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F58E6.5 is an ortholog of human MOSPD3, VAPA, and VAPB\; human VAPB exhibits several functions, including FFAT motif binding activity, protein dimerization activity, and tubulin binding activity."
"315","WBGene00010261","F58E10.6","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srh","srh-308 is affected by daf-12, rsr-2, and sir-2.1 based on tiling array and microarray studies\; is affected by dibromoacetic acid and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class h (Srh)."
"316","WBGene00010289","F58H1.6","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F58H1.6 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and daf-12 based on microarray and RNA-seq studies\; is affected by thirteen chemicals including nicotinic acid, Tunicamycin, and manganese chloride based on RNA-seq and microarray studies."
"317","WBGene00010292","F59A1.6","Unassigned","Unassigned","Unassigned","F59A1.6 is enriched in the body wall muscle cell, the hypodermis, the male, and the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including sir-2.1, pmk-1, and drh-3 based on tiling array, RNA-seq, and microarray studies\; is affected by five chemicals including Zidovudine, resveratrol, and Atrazine based on RNA-seq and microarray studies."
"318","WBGene00010301","F59A1.16","Unassigned","Unassigned","Unassigned","F59A1.16 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, hpl-2, and mir-243 based on tiling array and microarray studies."
"319","WBGene00010314","F59B2.12","Unassigned","Unassigned","Unassigned","F59B2.12 is expressed in the coelomocyte, the g1, the head, and vas deferens."
"320","WBGene00010358","H03G16.1","Unassigned","Unassigned","Unassigned","H03G16.1 is enriched in the FLP based on microarray studies\; is affected by rsr-2 based on tiling array studies\; is affected by resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"321","WBGene00010376","C05E7.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"322","WBGene00010392","H12I19.5","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-38 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"323","WBGene00010394","H12I19.7","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srz","srz-59 is affected by hpl-2 and sir-2.1 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class z (Srz)."
"324","WBGene00010415","H25K10.6","Unassigned","Unassigned","Unassigned: receptor L domain","irld-39 is affected by several genes including let-60, sir-2.1, and pgl-1 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"325","WBGene00010456","K01C8.1","Metabolism","Metabolism: amino acid","Metabolism: amino acid: breakdown","K01C8.1 is predicted to have L-threonine ammonia-lyase activity."
"326","WBGene00010469","K01D12.10","Unassigned","Unassigned","Unassigned","K01D12.10 is affected by several genes including daf-16, daf-12, and pmk-1 based on tiling array, RNA-seq, and microarray studies\; is affected by methylmercuric chloride, single-walled carbon nanotube, and Ag nanoparticles based on microarray studies."
"327","WBGene00010492","K02B9.1","Development","Development: germline","Development: germline","meg-1 is involved in P granule disassembly and germ cell proliferation\; localizes to the P granule\; is expressed in the germline blastomere and the reproductive system."
"328","WBGene00010495","K02B12.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","K02B12.2 is enriched in GABAergic neurons, the germ line, the hypodermis, and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and hsf-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including Rotenone, bisphenol A, and bisphenol S based on RNA-seq and microarray studies."
"329","WBGene00010511","K02E11.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-7 is expressed in the hypodermis, the intestine, and the nervous system\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"330","WBGene00010526","K03B8.11","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","K03B8.11 is enriched in the male based on RNA-seq studies\; is affected by several genes including pgl-1, alg-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including methylmercuric chloride, Mercuric Chloride, and stavudine based on microarray and RNA-seq studies."
"331","WBGene00010530","K03D3.4","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srz","srz-61 is affected by several genes including pgl-1, glh-1, and pgl-3 based on RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class z (Srz)."
"332","WBGene00010531","K03D3.5","Unassigned","Unassigned","Unassigned","K03D3.5 is enriched in the male based on RNA-seq studies\; is affected by several genes including age-1, sir-2.1, and pmk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by Alovudine, stavudine, and Sirolimus based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF4473."
"333","WBGene00010534","K03D7.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-102 is affected by hpl-2, rsr-2, and drh-3 based on tiling array and RNA-seq studies\; is affected by multi-walled carbon nanotube and resveratrol based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain, Domain of unknown function DUF38, Caenorhabditis species, and Leucine-rich repeat domain superfamily."
"334","WBGene00010535","K03D7.8","Pseudogene","Pseudogene","Pseudogene","K03D7.8 is enriched in the NSM based on tiling array studies\; is affected by sir-2.1, rrf-3, and eat-2 based on microarray studies\; is affected by Chlorpyrifos and Diazinon based on microarray studies."
"335","WBGene00010588","K05D4.3","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srz","srz-14 is expressed in the seam cell\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class z (Srz)."
"336","WBGene00010596","K06A4.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","K06A4.6 is affected by several genes including sir-2.1, npr-1, and aak-2 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including methylmercuric chloride, multi-walled carbon nanotube, and D-glucose based on microarray and RNA-seq studies."
"337","WBGene00010598","K06B4.3","Pseudogene","Pseudogene","Pseudogene","K06B4.3 is affected by several genes including clk-1, sir-2.1, and mir-34 based on tiling array and microarray studies."
"338","WBGene00010653","K08C9.6","Unassigned","Unassigned","Unassigned","K08C9.6 is enriched in the male based on RNA-seq studies\; is affected by rsr-2, drh-3, and sir-2.1 based on tiling array, RNA-seq, and microarray studies\; is affected by resveratrol based on microarray studies."
"339","WBGene00010692","K08H2.5","Signaling","Signaling: unassigned","Signaling: unassigned","K08H2.5 is predicted to have ATP binding activity and protein kinase activity."
"340","WBGene00010748","K10D11.4","Unassigned","Unassigned","Unassigned","K10D11.4 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including let-60, ahr-1, and rrf-2 based on tiling array and microarray studies\; is affected by resveratrol and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: CUB-like domain."
"341","WBGene00010802","M01B2.9","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srsx","srsx-39 is an ortholog of human OR2L8, OR4N2, and OR5M10 and members of the human OR2 (Olfactory receptors, family 2), OR5 (Olfactory receptors, family 5), and OR8 (Olfactory receptors, family 8) gene families including OR2L3, OR2T33, and OR5H1\; is predicted to have G protein-coupled receptor activity."
"342","WBGene00010817","M01G12.2","Unassigned","Unassigned","Unassigned","M01G12.2 is affected by clk-1 and sir-2.1 based on microarray studies\; is affected by Mercuric Chloride based on microarray studies\; is predicted to encode a protein with the following domains: Serpin family, Serpin domain, and Serpin superfamily."
"343","WBGene00010823","M01G12.10","Unassigned","Unassigned","Unassigned","M01G12.10 is affected by rsr-2 and rrf-3 based on tiling array and microarray studies\; is affected by adsorbable organic bromine compound based on microarray studies."
"344","WBGene00010824","M01G12.11","Pseudogene","Pseudogene","Pseudogene","M01G12.11 is affected by cyc-1, clk-1, and nhr-25 based on microarray studies."
"345","WBGene00010876","M05D6.3","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","M05D6.3 is an ortholog of human PTPN9 (protein tyrosine phosphatase, non-receptor type 9)\; is predicted to have protein tyrosine phosphatase activity."
"346","WBGene00010932","M162.6","Pseudogene","Pseudogene","Pseudogene","M162.6 is enriched in the body wall muscle cell and the hypodermis based on tiling array studies\; is affected by several genes including let-60, lin-15B, and drh-3 based on microarray, tiling array, and RNA-seq studies\; is affected by tryptophan and Sirolimus based on microarray studies."
"347","WBGene00010938","M163.6","Pseudogene","Pseudogene","Pseudogene","M163.6 is enriched in the NSM based on tiling array studies\; is affected by Microcystin-LR based on microarray studies."
"348","WBGene00010939","M163.7","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","M163.7 is affected by rsr-2 based on tiling array studies."
"349","WBGene00010946","M176.10","Unassigned","Unassigned","Unassigned","M176.10 is enriched in the male based on RNA-seq and microarray studies\; is affected by several genes including lin-4, lin-14, and sma-2 based on RNA-seq and microarray studies\; is affected by five chemicals including Alovudine, stavudine, and Zidovudine based on RNA-seq and microarray studies."
"350","WBGene00010955","M199.7","Unassigned","Unassigned","Unassigned","M199.7 is affected by daf-16, mir-34, and drh-3 based on RNA-seq and microarray studies\; is affected by methylmercuric chloride based on microarray studies\; is predicted to encode a protein with the following domain: PAN-3 domain."
"351","WBGene00010956","M199.8","Unassigned","Unassigned","Unassigned","M199.8 is affected by clk-1 based on microarray studies."
"352","WBGene00010992","R03D7.8","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","R03D7.8 is an ortholog of human PPP1CA and PPP1CC (protein phosphatase 1 catalytic subunit gamma)\; is predicted to have hydrolase activity."
"353","WBGene00010995","R03E1.4","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-90 is predicted to have DNA binding activity\; is expressed in the head, the intestine, and the nervous system."
"354","WBGene00010996","R03G8.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","R03G8.1 is predicted to have catalytic activity."
"355","WBGene00010999","R03G8.4","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","R03G8.4 is an ortholog of human ANPEP (alanyl aminopeptidase, membrane), LVRN (laeverin), and TRHDE (thyrotropin releasing hormone degrading enzyme)\; is predicted to have aminopeptidase activity, metallopeptidase activity, and zinc ion binding activity."
"356","WBGene00011001","R04B5.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","R04B5.1 is enriched in the male based on RNA-seq studies\; is affected by several genes including rrf-3, npr-1, and isp-1 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, Tunicamycin, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"357","WBGene00011011","R04D3.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","R04D3.3 is enriched in the hypodermis, the nervous system, the pharyngeal muscle cell, and the reproductive system based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, RNA-seq, and proteomic studies\; is affected by ten chemicals including methylmercury hydroxide, Rotenone, and Alovudine based on RNA-seq and microarray studies."
"358","WBGene00011052","R06B9.1","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: arrestin","arrd-11 is an ortholog of human ARRDC1 (arrestin domain containing 1)\; human ARRDC1 exhibits several functions, including arrestin family protein binding activity, identical protein binding activity, and protein binding activity, bridging involved in substrate recognition for ubiquitination."
"359","WBGene00011079","R07B1.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","R07B1.7 is enriched in the OLL, the PVD, and the coelomocyte based on microarray and tiling array studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including methylmercury hydroxide, multi-walled carbon nanotube, and Cadmium based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: C6 domain."
"360","WBGene00011096","R07B7.12","Unassigned","Unassigned","Unassigned: Glycosyltransferase family A ","R07B7.12 is predicted to have transferase activity, transferring glycosyl groups."
"361","WBGene00011149","R08H2.8","Pseudogene","Pseudogene","Pseudogene","R08H2.8 is enriched in the DA neuron, the I5 neuron, the SAB, and the retrovesicular ganglion based on microarray studies\; is affected by several genes including clk-1, sir-2.1, and npr-1 based on tiling array, microarray, and RNA-seq studies\; is affected by multi-walled carbon nanotube, resveratrol, and Cry5B based on RNA-seq and microarray studies."
"362","WBGene00011159","R09D1.3","Extracellular material","Extracellular material: chitinase","Extracellular material: chitinase","chil-17 is predicted to have chitin binding activity."
"363","WBGene00011173","R09E10.3","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","acs-18 is an ortholog of human ACSL1 (acyl-CoA synthetase long chain 1)\; is predicted to have catalytic activity."
"364","WBGene00011177","R09E10.8","Unassigned","Unassigned","Unassigned","R09E10.8 is enriched in the male based on RNA-seq studies\; is affected by several genes including pmk-1, isp-1, and hpl-2 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including Alovudine, stavudine, and Chlorpyrifos based on RNA-seq and microarray studies."
"365","WBGene00011178","R09E10.9","Pseudogene","Pseudogene","Pseudogene","R09E10.9 is enriched in the NSM, the germ line, and the male based on RNA-seq and tiling array studies\; is affected by several genes including pmk-1, isp-1, and hpl-2 based on tiling array, RNA-seq, and microarray studies\; is affected by six chemicals including methylmercuric chloride, multi-walled carbon nanotube, and Chlorpyrifos based on microarray and RNA-seq studies."
"366","WBGene00011328","T01D3.3","Unassigned","Unassigned","Unassigned","T01D3.3 is predicted to have metal ion binding activity and peptidase inhibitor activity."
