"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"110","WBGene00001732","E02A10.2","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-23 is enriched in the FLP based on microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by eleven chemicals including methylmercuric chloride, Tunicamycin, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"111","WBGene00001733","F11E6.2","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-24 is expressed in the body wall musculature and the intestine\; is predicted to encode a protein with the following domain: Ground-like domain."
"112","WBGene00001875","T10C6.14","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-1 is an ortholog of human HIST1H4B (histone cluster 1 H4 b) and HIST2H4B (histone cluster 2 H4 b)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"113","WBGene00001877","T10C6.12","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-3 is an ortholog of human HIST3H2A (histone cluster 3 H2A), H2AFX (H2A histone X), and HIST1H2AJ (histone cluster 1 H2A j)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"114","WBGene00001879","F45F2.3","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-5 is an ortholog of human HIST1H4H (histone cluster 1 H4 h), HIST1H4I (histone cluster 1 H4 i), and HIST1H4K (histone cluster 1 H4 k)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"115","WBGene00001933","F55G1.2","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-59 is predicted to have DNA binding activity and protein heterodimerization activity."
"116","WBGene00001934","F55G1.11","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-60 is an ortholog of human HIST1H4H (histone cluster 1 H4 h), HIST1H4I (histone cluster 1 H4 i), and HIST1H4K (histone cluster 1 H4 k)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"117","WBGene00001935","F55G1.10","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-61 is an ortholog of human HIST2H2AA4 (histone cluster 2 H2A a4), HIST1H2AJ (histone cluster 1 H2A j), and HIST1H2AE (histone cluster 1 H2A e)\; is predicted to have DNA binding activity and protein heterodimerization activity\; is expressed in the intestine and the nervous system."
"118","WBGene00001936","F55G1.3","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-62 is an ortholog of human HIST1H2BF (histone cluster 1 H2B f), HIST3H2BB (histone cluster 3 H2B b), and HIST1H2BB (histone cluster 1 H2B b)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"119","WBGene00001938","F22B3.1","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-64 is an ortholog of human HIST1H4H (histone cluster 1 H4 h), HIST1H4I (histone cluster 1 H4 i), and HIST1H4K (histone cluster 1 H4 k)\; is predicted to have DNA binding activity and protein heterodimerization activity\; is involved in positive regulation of transcription by RNA polymerase II\; is expressed in several tissues, including the alimentary system, the body wall musculature, the head, the hypodermis, and the nervous system."
"120","WBGene00003429","R05F9.13","Major sperm protein","Major sperm protein","Major sperm protein","msp-31 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"121","WBGene00004127","F52D1.3","Unassigned","Unassigned","Unassigned: prion domain","abu-12 is enriched in the OLL, the PVD, and the hypodermis based on microarray and tiling array studies\; is affected by several genes including daf-16, daf-12, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including hydrogen sulfide, methylmercury hydroxide, and 1-methylnicotinamide based on microarray and RNA-seq studies."
"122","WBGene00005005","K04A8.8","Stress response","Stress response: pathogen","Stress response: pathogen: saposin ","spp-20 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including age-1, let-60, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including diallyl trisulfide, Tunicamycin, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Saposin-like type B, region 1, Saposin B type domain, and Saposin-like."
"123","WBGene00006044","T27A3.3","Unassigned","Unassigned","Unassigned","ssp-16 is expressed in the male gonad\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"124","WBGene00006622","F31D4.6","Proteolysis general","Proteolysis general: serine","Proteolysis general: serine","try-4 is predicted to have serine-type endopeptidase activity."
"125","WBGene00006623","K07B1.1","Proteolysis general","Proteolysis general: serine","Proteolysis general: serine","try-5 is predicted to have serine-type endopeptidase activity\; is expressed in the head, the male, the male gonad, and the tail."
"126","WBGene00006632","C14A11.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","tsp-6 is an ortholog of human TSPAN8\; human orthologs of this gene are implicated in common variable immunodeficiency\; is predicted to encode a protein with the following domains: Tetraspanin, Tetraspanin, EC2 domain superfamily, and Tetraspanin\/Peripherin."
"127","WBGene00006637","B0563.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","tsp-11 is an ortholog of human CD37 (CD37 molecule), CD82 (CD82 molecule), and TSPAN19 (tetraspanin 19)\; human orthologs of this gene are implicated in prostate cancer\; is predicted to encode a protein with the following domains: Tetraspanin, Tetraspanin, EC2 domain superfamily, and Tetraspanin\/Peripherin."
"128","WBGene00006947","ZK1290.12","Development","Development: somatic","Development: somatic","wrt-1 is predicted to have peptidase activity\; is expressed in the hyp10, the hyp6, the hyp7 syncytium, the hyp8, and the hyp9."
"129","WBGene00006950","ZK678.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-4 is predicted to have peptidase activity\; is expressed in the hyp10, the hyp6, the hyp7 syncytium, the hyp8, and the hyp9."
"130","WBGene00007344","C05E7.2","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","C05E7.2 is enriched in the DA neuron and the hypodermis based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on proteomic, tiling array, RNA-seq, and microarray studies\; is affected by eighteen chemicals including Heme, aldicarb, and 1-methylnicotinamide based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: GM2-AP, lipid-recognition domain superfamily."
"131","WBGene00007446","C08F8.4","Metabolism","Metabolism: lipid","Metabolism: lipid: phospholipid","mboa-4 is an ortholog of human MBOAT2 (membrane bound O-acyltransferase domain containing 2)\; is predicted to have transferase activity, transferring acyl groups."
"132","WBGene00007533","C12C8.2","Metabolism","Metabolism: 1CC","Metabolism: 1CC: transsulfuration","cbl-1 is predicted to have lyase activity and pyridoxal phosphate binding activity."
"133","WBGene00007535","C12D8.4","Unassigned","Unassigned","Unassigned: TransThyretin-Related family domain","ttr-19 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including sir-2.1, rrf-1, and prg-1 based on tiling array, microarray, and RNA-seq studies\; is affected by fluoranthene and single-walled carbon nanotube based on microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"134","WBGene00007545","C13B4.1","Metabolism","Metabolism: unassigned","Metabolism: unassigned","C13B4.1 is an ortholog of human FRRS1\; is predicted to encode a protein with the following domain: Cytochrome b561\/ferric reductase transmembrane."
"135","WBGene00007550","C13C4.6","Transmembrane transport","Transmembrane transport: major facilitator","Transmembrane transport: major facilitator","C13C4.6 is an ortholog of human SLC49A3 (solute carrier family 49 member 3)\; is predicted to encode a protein with the following domains: Major facilitator superfamily and MFS transporter superfamily."
"136","WBGene00007552","C13C12.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C13C12.2 is enriched in several tissues, including the alimentary system, the hypodermis, the nervous system, and the somatic gonad precursor based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, let-60, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including Ethanol, D-glucose, and Alovudine based on RNA-seq and microarray studies."
"137","WBGene00007559","C14A4.8","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C14A4.8 is enriched in the PLM, the germ line, and the male based on RNA-seq studies\; is affected by several genes including daf-2, let-60, and clk-1 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, D-glucose, and Hydrolyzable Tannins based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"138","WBGene00007560","C14A4.9","Unassigned","Unassigned","Unassigned","C14A4.9 is enriched in the germline precursor cell, the hypodermis, and the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, age-1, and skn-1 based on microarray, proteomic, and RNA-seq studies\; is affected by seventeen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and methylmercuric chloride based on RNA-seq and microarray studies."
"139","WBGene00007562","C14A4.12","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C14A4.12 is expressed in the excretory canal, the pharyngeal-intestinal valve, the virL, and the virR."
"140","WBGene00007565","C14A6.1","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-48 is an ortholog of human COLEC11, CD302, and LY75\; is predicted to have carbohydrate binding activity."
"141","WBGene00007570","C14A6.6","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C14A6.6 is enriched in the body wall muscle cell, the germ line, and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and eat-2 based on RNA-seq and microarray studies\; is affected by seven chemicals including methylmercuric chloride, Rotenone, and manganese chloride based on microarray and RNA-seq studies."
"142","WBGene00007592","C14H10.2","Signaling","Signaling: Janus","Signaling: Janus","C14H10.2 is an ortholog of human JAKMIP1, JAKMIP2, and JAKMIP3\; human JAKMIP1 exhibits GABA receptor binding activity and RNA binding activity."
"143","WBGene00007600","C15C6.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C15C6.1 is enriched in the germline precursor cell and the hypodermis based on tiling array studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, RNA-seq, and tiling array studies\; is affected by twelve chemicals including 1-methylnicotinamide, methylmercuric chloride, and Rotenone based on RNA-seq and microarray studies."
"144","WBGene00007606","C15C8.4","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","C15C8.4 is an ortholog of human LRPAP1\; is predicted to have heparin binding activity, low-density lipoprotein particle receptor binding activity, and receptor antagonist activity\; is expressed in the head and the nervous system\; human orthologs of this gene are implicated in myopia."
"145","WBGene00007607","C15C8.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C15C8.5 is enriched in the nervous system based on tiling array, microarray, and RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and daf-19 based on microarray and RNA-seq studies\; is affected by tryptophan, multi-walled carbon nanotube, and resveratrol based on microarray and RNA-seq studies."
"146","WBGene00007728","C25F9.9","Unassigned","Unassigned","Unassigned","C25F9.9 is enriched in the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-12, elt-2, and isp-1 based on microarray and RNA-seq studies\; is affected by tryptophan and Cry5B based on microarray studies."
"147","WBGene00008316","C54G4.6","Unassigned","Unassigned","Unassigned","dod-18 is an ortholog of human ASMTL (acetylserotonin O-methyltransferase like)\; is predicted to have nucleoside-triphosphate diphosphatase activity."
"148","WBGene00008453","E02A10.3","Signaling","Signaling: calcium","Signaling: calcium: unassigned","E02A10.3 is predicted to have calcium ion binding activity."
"149","WBGene00008872","F15H10.5","Unassigned","Unassigned","Unassigned","F15H10.5 is affected by rsr-2, mir-34, and emb-4 based on tiling array, microarray, and RNA-seq studies\; is affected by methylmercuric chloride, Mercuric Chloride, and nanoparticle based on microarray studies."
"150","WBGene00009229","F28G4.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F28G4.4 is affected by several genes including sir-2.1, pmk-1, and lin-35 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, resveratrol, and Colistin based on microarray studies\; is predicted to encode a protein with the following domain: Nucleotide-diphospho-sugar transferase."
"151","WBGene00009706","F44G3.2","Metabolism","Metabolism: creatine kinase","Metabolism: creatine kinase","argk-1 is an ortholog of human CKMT1B, CKB, and CKM\; is predicted to have ATP binding activity and kinase activity\; is expressed in the IL socket cell and the OL socket cell."
"152","WBGene00009806","F47B8.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F47B8.5 is enriched in the hypodermis based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and lin-15B based on microarray and RNA-seq studies\; is affected by four chemicals including methylmercury hydroxide, 1-methylnicotinamide, and stavudine based on RNA-seq studies\; is predicted to encode a protein with the following domain: Methyltransferase FkbM."
"153","WBGene00009917","F52A8.4","Globin","Globin","Globin","glb-18 is predicted to have heme binding activity, oxygen binding activity, and oxygen carrier activity\; localizes to the endoplasmic reticulum\; is expressed in several tissues, including the excretory gland cell, the nervous system, and the reproductive system."
"154","WBGene00010010","F53H4.5","Transcription factor","Transcription factor: unassigned","Transcription factor: unassigned","gmeb-2 is an ortholog of human GMEB1 and GMEB2\; is predicted to have DNA binding activity and transcription coactivator activity\; is expressed in the pharynx."
"155","WBGene00010011","F53H4.6","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: TFIIH","F53H4.6 is an ortholog of human ERCC6 (ERCC excision repair 6, chromatin remodeling factor)\; is predicted to have ATP binding activity\; human orthologs of this gene are implicated in several diseases, including Cockayne syndrome, UV-sensitive syndrome, and age related macular degeneration 5."
"156","WBGene00010183","F57A8.8","Stress response","Stress response: pathogen","Stress response: pathogen: NLP-like","fipr-13 is enriched in dopaminergic neurons, the body wall muscle cell, the germ line, and the seam cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including Alovudine, stavudine, and Zidovudine based on RNA-seq and microarray studies."
"157","WBGene00010217","F57G9.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-31 is expressed in the intestine, the nervous system, and the sensillum\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"158","WBGene00010218","F57G9.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-30 is expressed in the intestine and the nervous system\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"159","WBGene00010501","K02C4.2","Unassigned","Unassigned","Unassigned","K02C4.2 is enriched in dopaminergic neurons, the OLL, and the PVD based on microarray and tiling array studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by Quercetin and Sirolimus based on microarray studies."
"160","WBGene00010538","K03H1.3","Unassigned","Unassigned","Unassigned","ttr-3 is expressed in the seam cell and the ventral cord blast cell\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"161","WBGene00010928","M162.2","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-258 is predicted to have carbohydrate binding activity."
"162","WBGene00011262","R13H4.3","Lysosome","Lysosome: acid phosphatase","Lysosome: acid phosphatase","pho-8 is an ortholog of human ACP2 (acid phosphatase 2, lysosomal), ACP4 (acid phosphatase 4), and ACPP (acid phosphatase, prostate)\; human ACPP exhibits phosphatase activity and protein homodimerization activity."
"163","WBGene00011462","T05A10.5","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","vap-2 is enriched in the hypodermis and the intestine based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and rrf-3 based on microarray, tiling array, and RNA-seq studies\; is affected by fourteen chemicals including hydrogen sulfide, Ethanol, and methylmercury hydroxide based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Cysteine-rich  secretory protein, allergen V5\/Tpx-1-related, Ves allergen, CAP domain, and CAP superfamily."
"164","WBGene00011465","T05B9.2","Unassigned","Unassigned","Unassigned","T05B9.2 is enriched in the nervous system based on microarray studies\; is affected by several genes including lin-35, lin-28, and ain-1 based on tiling array, RNA-seq, and microarray studies\; is affected by resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: PAN\/Apple domain."
"165","WBGene00011499","T05G5.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T05G5.4 is enriched in the germ line, the hypodermis, and the male based on RNA-seq studies\; is affected by several genes including sir-2.1, lem-2, and cyc-1 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including hydrogen sulfide, Rotenone, and stavudine based on microarray and RNA-seq studies."
"166","WBGene00011540","T06E6.10","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T06E6.10 is enriched in the OLL, the PLM, the PVD, and the muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including Rotenone, D-glucose, and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Trypsin Inhibitor-like, cysteine rich domain and Serine protease inhibitor-like superfamily."
"167","WBGene00011795","T16A9.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T16A9.5 is enriched in the male, the nervous system, and the pharynx based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-2, age-1, and let-7 based on microarray, RNA-seq, and proteomic studies\; is affected by nineteen chemicals including Ethanol, nicotinic acid, and methylmercuric chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF856, Caenorhabditis species."
"168","WBGene00012672","Y39B6A.10","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y39B6A.10 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including glp-1, dpy-10, and sir-2.1 based on microarray, RNA-seq, and proteomic studies\; is affected by eleven chemicals including hydrogen sulfide, manganese chloride, and Alovudine based on microarray and RNA-seq studies."
"169","WBGene00013066","Y51A2B.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y51A2B.2 is affected by prg-1 based on tiling array studies\; is affected by multi-walled carbon nanotube based on RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF621."
"170","WBGene00013113","Y51H4A.19","Pseudogene","Pseudogene","Pseudogene","Y51H4A.19 is affected by several genes including daf-16, pgl-1, and glh-1 based on RNA-seq and microarray studies\; is affected by Cadmium based on microarray studies."
"171","WBGene00013578","Y76A2B.6","Development","Development: apoptosis","Development: apoptosis","scav-2 is an ortholog of human SCARB1 (scavenger receptor class B member 1)\; is expressed in the reproductive system\; human SCARB1 exhibits several functions, including apolipoprotein A-I binding activity, high-density lipoprotein particle receptor activity, and lipopolysaccharide binding activity."
"172","WBGene00013976","ZK455.6","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","hizr-1 exhibits enhancer sequence-specific DNA binding activity, transcription factor activity, metal ion regulated sequence-specific DNA binding activity, and zinc ion binding activity\; is involved in cellular response to zinc ion, positive regulation of gene expression, and regulation of growth\; localizes to the cytoplasm and nucleus\; is expressed in the head."
"173","WBGene00015338","C02E7.1","Transmembrane transport","Transmembrane transport: unassigned","Transmembrane transport: unassigned","catp-2 is an ortholog of human ATP4A (ATPase H+\/K+ transporting subunit alpha) and ATP12A (ATPase H+\/K+ transporting non-gastric alpha2 subunit) and members of the human ATP1 (ATPase Na+\/K+ transporting subunits) gene family including ATP1A4, ATP1A1, and ATP1A2\; is predicted to have ATP binding activity and hydrolase activity."
"174","WBGene00015427","C04E6.13","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C04E6.13 is enriched in the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, clk-1, and pgl-1 based on RNA-seq, microarray, and tiling array studies\; is affected by Rotenone and nanoparticle based on RNA-seq and microarray studies."
"175","WBGene00015444","C04F5.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C04F5.2 is enriched in GABAergic neurons, the germ line, and the ventral nerve cord based on tiling array and RNA-seq studies\; is affected by adsorbable organic bromine compound based on microarray studies."
"176","WBGene00015559","C06G4.5","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","npr-17 is an ortholog of human GPR149 (G protein-coupled receptor 149), PTGDR2, and NPBWR1 (neuropeptides B and W receptor 1) and members of the human SSTR (Somatostatin receptors) and OPR (Opioid receptors) gene families including SSTR1, OPRK1, and OPRD1\; is predicted to have G protein-coupled receptor activity\; is expressed in the amphid sensillum, the head, and the nervous system."
"177","WBGene00015679","C10F3.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C10F3.7 is affected by several genes including hsf-1, clk-1, and npr-1 based on microarray, tiling array, and RNA-seq studies\; is affected by fifteen chemicals including methylmercuric chloride, Mercuric Chloride, and Tunicamycin based on microarray and RNA-seq studies."
"178","WBGene00015742","C13F10.2","Unassigned","Unassigned","Unassigned","kxd-1 is an ortholog of human KXD1 (KxDL motif containing 1)\; is predicted to encode a protein with the following domain: Uncharacterised domain KxDL."
"179","WBGene00015993","C18H7.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C18H7.1 is an ortholog of human VWA2, CLCA1 (chloride channel accessory 1), and CLCA4 (chloride channel accessory 4)\; human VWA2 exhibits identical protein binding activity."
"180","WBGene00016147","C26F1.2","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-32A1 is an ortholog of human CYP19A1 (cytochrome P450 family 19 subfamily A member 1) and CYP4V2 (cytochrome P450 family 4 subfamily V member 2)\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity."
"181","WBGene00016204","C29E4.7","Stress response","Stress response: unassigned","Stress response: unassigned","gsto-1 is an ortholog of human GSTO1 (glutathione S-transferase omega 1) and GSTO2 (glutathione S-transferase omega 2)\; exhibits glutathione dehydrogenase (ascorbate) activity and glutathione transferase activity\; is involved in several processes, including cellular response to extracellular stimulus, oxidation-reduction process, and protein glutathionylation."
"182","WBGene00016215","C29F5.7","Globin","Globin","Globin","glb-10 is predicted to have heme binding activity, oxygen binding activity, and oxygen carrier activity\; localizes to the plasma membrane\; is expressed in several tissues, including the alimentary system, the epithelial system, the gonad, the muscular system, and the nervous system."
"183","WBGene00016246","C30B5.5","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","daf-37 exhibits ascr#2 binding activity, protein heterodimerization activity, and protein homodimerization activity\; is involved in G protein-coupled receptor signaling pathway involved in dauer larval development and G protein-coupled receptor signaling pathway involved in social behavior\; localizes to the non-motile cilium\; is expressed in several tissues, including the head."
"184","WBGene00016281","C31B8.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","pals-32 is enriched in the coelomocyte, the excretory cell, the hypodermis, the nervous system, and the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by fourteen chemicals including tryptophan, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"185","WBGene00016628","C44B7.6","Transmembrane transport","Transmembrane transport: amino acid","Transmembrane transport: amino acid","slc-36.5 is an ortholog of human SLC36A3 (solute carrier family 36 member 3), SLC36A2 (solute carrier family 36 member 2), and SLC36A1 (solute carrier family 36 member 1)\; human SLC36A2 exhibits glycine transmembrane transporter activity."
"186","WBGene00017000","D1005.6","Unassigned","Unassigned","Unassigned","D1005.6 is enriched in the nervous system and the ventral nerve cord based on tiling array studies\; is affected by rsr-2 and dpy-21 based on tiling array and RNA-seq studies\; is affected by Sirolimus based on microarray studies."
"187","WBGene00017054","D2024.7","Stress response","Stress response: detoxification","Stress response: detoxification: GST","gstk-2 is an ortholog of human GSTK1 (glutathione S-transferase kappa 1)\; is predicted to have glutathione transferase activity and protein disulfide oxidoreductase activity\; localizes to the mitochondrion\; is expressed in the body wall musculature, the intestine, and the pharynx."
"188","WBGene00017371","F10G7.7","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-39 is affected by several genes including clk-1, sir-2.1, and csr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by methylmercuric chloride and resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"189","WBGene00017524","F16G10.9","Unassigned","Unassigned","Unassigned","F16G10.9 is enriched in the hypodermis based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on tiling array, microarray, and RNA-seq studies\; is affected by methylmercuric chloride, tetrabromobisphenol A, and adsorbable organic bromine compound based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"190","WBGene00017901","F28E10.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","igeg-1 is enriched in the PLM, the RID, and the intestine based on RNA-seq and microarray studies\; is affected by several genes including dpy-10, hsf-1, and pgl-1 based on RNA-seq and microarray studies\; is affected by thirteen chemicals including Lithium Chloride, Rotenone, and levamisole based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Immunoglobulin-like fold and Immunoglobulin-like domain superfamily."
"191","WBGene00017907","F28F9.3","Unassigned","Unassigned","Unassigned","F28F9.3 is enriched in the male, the nervous system, and the sensillum based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including glp-1, sma-2, and sma-4 based on microarray, tiling array, and RNA-seq studies."
"192","WBGene00018002","F33D11.5","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel","twk-47 is an ortholog of human KCNK17 (potassium two pore domain channel subfamily K member 17) and KCNK5 (potassium two pore domain channel subfamily K member 5)\; human KCNK17 exhibits potassium channel activity."
"193","WBGene00018472","F45E4.7","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","nep-16 is predicted to have metalloendopeptidase activity."
"194","WBGene00018474","F45E12.1","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","cnep-1 is an ortholog of human CTDNEP1 (CTD nuclear envelope phosphatase 1)\; is predicted to have protein serine\/threonine phosphatase activity\; is involved in regulation of nuclear division\; localizes to the nuclear envelope\; is expressed in the intestine and the pharynx."
"195","WBGene00018618","F48G7.7","Unassigned","Unassigned","Unassigned","F48G7.7 is affected by several genes including daf-16, clk-1, and sir-2.1 based on tiling array, microarray, and RNA-seq studies\; is affected by single-walled carbon nanotube, adsorbable organic bromine compound, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: ShKT domain."
"196","WBGene00018906","F55G1.13","Signaling","Signaling: Notch","Signaling: Notch","egas-4 is an ortholog of human SCNN1G (sodium channel epithelial 1 gamma subunit), SCNN1B (sodium channel epithelial 1 beta subunit), and SCNN1A (sodium channel epithelial 1 alpha subunit)\; is predicted to have calcium ion binding activity and sodium channel activity\; human orthologs of this gene are implicated in Liddle syndrome, autosomal recessive pseudohypoaldosteronism type 1, and bronchiectasis."
"197","WBGene00019382","K04C2.5","Unassigned","Unassigned","Unassigned","K04C2.5 is enriched in the AFD and the hypodermis based on RNA-seq studies\; is affected by several genes including lin-4, lin-14, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including aldicarb, multi-walled carbon nanotube, and Neurotoxins based on microarray and RNA-seq studies."
"198","WBGene00019385","K04F1.6","Pseudogene","Pseudogene","Pseudogene","irld-41 is affected by eat-2 based on microarray studies."
